customer_id,product_id,purchase_date,category,price,ratings,page_views,time_spent
1,103,2023-06-12,Beauty,30,1.0,28,38
3,102,2023-11-18,Home & Kitchen,200,2.0,17,111
1,104,2023-12-07,Home & Kitchen,200,4.0,43,131
1,101,2023-12-03,Clothing,50,2.0,78,24
1,103,2023-04-19,Beauty,30,4.0,71,89
1,102,2023-07-07,Electronics,800,3.0,58,48
5,104,2023-08-24,Beauty,30,1.0,62,32
3,104,2023-05-23,Electronics,800,3.0,71,47
1,101,2023-09-08,Electronics,800,4.0,34,89
1,103,2023-03-26,Electronics,800,3.0,42,39
5,104,2023-09-23,Home & Kitchen,200,2.0,70,94
4,101,2023-02-20,Home & Kitchen,200,3.0,16,115
5,102,2023-12-21,Beauty,30,3.0,13,20
1,102,2023-11-06,Beauty,30,3.0,89,94
3,101,2023-10-30,Electronics,500,1.0,24,114
4,105,2023-05-05,Home & Kitchen,200,3.0,77,120
2,101,2023-11-05,Electronics,800,2.0,55,55
2,101,2023-06-27,Home & Kitchen,200,2.0,24,137
5,101,2023-10-22,Electronics,800,3.0,53,39
3,101,2023-01-29,Electronics,500,4.0,40,63
1,104,2023-05-23,Electronics,500,3.0,30,133
2,104,2023-07-12,Electronics,500,3.0,25,81
1,101,2023-01-04,Electronics,500,1.0,62,108
5,102,2023-01-11,Electronics,500,2.0,83,90
1,101,2023-07-26,Electronics,500,5.0,20,30
4,103,2023-06-06,Electronics,500,4.0,10,141
5,101,2023-06-14,Electronics,500,3.0,99,46
4,101,2023-11-27,Electronics,800,3.0,83,102
1,104,2023-09-27,Electronics,500,4.0,19,71
1,102,2023-01-04,Electronics,500,4.0,100,23
2,101,2023-02-09,Electronics,800,2.0,100,68
3,103,2023-10-12,Clothing,50,5.0,34,32
4,104,2023-02-02,Electronics,800,2.0,45,139
4,104,2023-06-11,Beauty,30,4.0,28,46
1,105,2023-11-12,Home & Kitchen,200,1.0,31,58
4,101,2023-08-11,Home & Kitchen,200,3.0,61,81
5,102,2023-11-22,Clothing,50,3.0,85,53
1,104,2023-04-15,Electronics,800,4.0,66,82
5,102,2023-09-10,Electronics,500,2.0,25,57
3,101,2023-09-29,Home & Kitchen,200,4.0,15,51
1,102,2023-03-09,Home & Kitchen,200,5.0,28,46
4,103,2023-01-29,Electronics,800,2.0,82,106
4,101,2023-11-07,Electronics,500,2.0,52,24
3,103,2023-03-07,Home & Kitchen,200,5.0,14,23
4,101,2023-12-07,Beauty,30,3.0,87,29
1,102,2023-02-11,Electronics,800,4.0,39,122
5,102,2023-10-24,Electronics,500,5.0,21,57
3,103,2023-01-29,Electronics,800,2.0,71,125
5,102,2023-06-02,Beauty,30,3.0,22,140
2,104,2023-08-31,Clothing,50,3.0,17,69
1,101,2023-05-21,Home & Kitchen,200,2.0,28,21
1,101,2023-08-18,Clothing,50,3.0,10,96
1,103,2023-05-15,Electronics,800,5.0,18,49
2,105,2023-09-08,Electronics,500,5.0,75,47
1,104,2023-11-15,Electronics,500,3.0,59,84
4,101,2023-10-12,Beauty,30,5.0,58,45
3,105,2023-09-14,Electronics,500,5.0,76,53
4,101,2023-06-02,Clothing,50,2.0,47,79
1,104,2023-03-25,Electronics,800,3.0,81,143
5,103,2023-04-23,Clothing,50,4.0,23,93
4,102,2023-07-19,Electronics,500,1.0,66,148
1,101,2023-10-05,Beauty,30,2.0,11,30
5,101,2023-06-13,Electronics,500,1.0,47,23
1,104,2023-02-11,Electronics,500,2.0,66,26
4,103,2023-09-10,Electronics,500,5.0,82,52
1,103,2023-11-02,Electronics,800,4.0,81,90
3,101,2023-10-28,Electronics,800,5.0,86,74
5,102,2023-08-26,Clothing,50,4.0,32,62
1,104,2023-09-10,Clothing,50,2.0,75,22
3,101,2023-01-15,Clothing,50,1.0,14,91
3,102,2023-11-12,Electronics,500,3.0,85,46
3,105,2023-03-16,Electronics,800,3.0,15,50
2,104,2023-08-06,Electronics,500,2.0,84,121
3,101,2023-08-29,Electronics,800,3.0,41,130
2,101,2023-05-17,Electronics,800,3.0,58,29
2,103,2023-06-09,Beauty,30,2.0,32,84
5,105,2023-12-18,Electronics,500,4.0,86,90
5,104,2023-05-22,Beauty,30,4.0,79,22
5,102,2023-07-10,Electronics,800,1.0,18,94
2,105,2023-12-23,Electronics,500,3.0,14,30
1,102,2023-01-31,Electronics,800,3.0,18,126
5,102,2023-06-11,Electronics,500,4.0,59,54
2,102,2023-02-08,Electronics,500,2.0,41,57
1,101,2023-12-04,Beauty,30,5.0,61,127
3,102,2023-07-12,Clothing,50,3.0,49,47
1,102,2023-10-07,Electronics,800,3.0,70,61
3,101,2023-01-23,Electronics,800,4.0,16,85
4,104,2023-10-31,Home & Kitchen,200,4.0,10,124
1,102,2023-10-16,Home & Kitchen,200,2.0,34,28
3,102,2023-07-09,Electronics,500,1.0,95,143
5,103,2023-02-09,Beauty,30,5.0,46,127
1,104,2023-08-24,Home & Kitchen,200,4.0,62,46
5,101,2023-03-09,Clothing,50,3.0,91,45
5,104,2023-04-05,Electronics,800,3.0,61,68
4,105,2023-10-22,Beauty,30,4.0,88,98
2,102,2023-08-09,Beauty,30,2.0,83,102
1,105,2023-06-30,Clothing,50,3.0,31,40
4,102,2023-12-05,Electronics,800,4.0,15,150
1,101,2023-05-06,Clothing,50,3.0,13,116
1,103,2023-09-02,Electronics,500,2.0,93,34
3,101,2023-08-29,Clothing,50,4.0,24,149
1,104,2023-06-15,Electronics,500,1.0,52,73
1,105,2023-01-14,Home & Kitchen,200,4.0,78,28
4,101,2023-12-10,Electronics,500,4.0,60,103
1,102,2023-01-13,Clothing,50,4.0,49,65
5,105,2023-04-12,Electronics,500,3.0,29,127
2,105,2023-02-21,Electronics,500,4.0,60,44
5,104,2023-03-02,Electronics,800,2.0,12,86
4,101,2023-09-27,Clothing,50,4.0,15,35
3,102,2023-09-12,Home & Kitchen,200,4.0,94,131
3,102,2023-09-13,Electronics,500,2.0,78,48
1,101,2023-12-04,Electronics,800,4.0,86,143
1,101,2023-10-30,Electronics,500,2.0,51,75
5,104,2023-06-27,Electronics,800,5.0,94,94
1,101,2023-06-25,Electronics,800,3.0,71,101
5,105,2023-04-22,Electronics,800,1.0,17,40
1,105,2023-05-10,Electronics,800,1.0,38,58
5,103,2023-10-04,Electronics,800,4.0,35,102
4,104,2023-07-16,Beauty,30,5.0,31,104
1,101,2023-04-15,Electronics,500,4.0,62,21
1,105,2023-10-25,Clothing,50,3.0,41,110
3,104,2023-07-26,Home & Kitchen,200,1.0,97,131
2,102,2023-02-26,Electronics,500,2.0,24,100
1,101,2023-04-11,Beauty,30,1.0,98,119
4,105,2023-05-02,Home & Kitchen,200,1.0,58,146
1,102,2023-06-16,Home & Kitchen,200,4.0,15,95
4,104,2023-03-24,Electronics,500,2.0,65,125
2,105,2023-11-28,Beauty,30,2.0,51,117
1,101,2023-03-22,Electronics,500,3.0,10,74
2,105,2023-08-03,Home & Kitchen,200,3.0,75,71
1,103,2023-11-28,Clothing,50,2.0,11,23
4,105,2023-12-09,Electronics,500,3.0,60,68
2,101,2023-04-23,Electronics,500,2.0,54,108
4,104,2023-10-05,Home & Kitchen,200,4.0,72,91
5,102,2023-04-28,Clothing,50,1.0,60,146
2,101,2023-10-19,Electronics,500,5.0,10,70
1,103,2023-12-28,Home & Kitchen,200,3.0,68,100
2,103,2023-12-03,Beauty,30,1.0,47,105
5,104,2023-04-22,Electronics,800,5.0,83,105
4,104,2023-02-19,Home & Kitchen,200,3.0,31,24
1,105,2023-05-07,Electronics,800,3.0,44,88
2,103,2023-04-29,Electronics,500,3.0,44,142
2,101,2023-01-25,Clothing,50,4.0,82,50
1,103,2023-08-15,Electronics,500,2.0,49,137
4,105,2023-08-23,Clothing,50,2.0,92,99
4,104,2023-12-10,Electronics,500,3.0,99,137
1,103,2023-06-14,Electronics,500,3.0,44,107
4,104,2023-11-01,Electronics,500,4.0,12,147
1,105,2023-09-02,Clothing,50,5.0,40,96
3,104,2023-12-10,Electronics,800,5.0,21,60
1,101,2023-11-12,Beauty,30,3.0,21,31
5,101,2023-03-30,Beauty,30,4.0,28,55
3,103,2023-03-30,Electronics,500,4.0,72,149
5,104,2023-02-04,Electronics,800,5.0,84,133
3,104,2023-01-07,Beauty,30,4.0,55,28
4,103,2023-03-24,Electronics,800,5.0,37,50
5,103,2023-09-30,Electronics,500,3.0,15,99
1,104,2023-11-02,Electronics,500,4.0,26,123
3,104,2023-12-21,Beauty,30,4.0,45,28
4,102,2023-07-16,Beauty,30,4.0,31,58
1,102,2023-11-03,Home & Kitchen,200,4.0,55,59
1,104,2023-02-26,Electronics,500,3.0,61,52
2,101,2023-02-10,Electronics,500,3.0,89,37
1,105,2023-08-17,Home & Kitchen,200,4.0,29,147
4,101,2023-10-16,Home & Kitchen,200,2.0,87,36
2,101,2023-07-13,Electronics,500,4.0,76,137
1,101,2023-08-19,Electronics,800,5.0,26,55
5,102,2023-06-03,Home & Kitchen,200,2.0,36,33
1,101,2023-06-17,Clothing,50,2.0,97,61
4,102,2023-07-15,Clothing,50,2.0,81,28
1,103,2023-03-19,Electronics,800,2.0,52,90
1,103,2023-09-03,Beauty,30,4.0,98,31
5,102,2023-08-06,Clothing,50,2.0,80,146
2,102,2023-12-25,Electronics,500,1.0,95,111
5,101,2023-07-25,Home & Kitchen,200,4.0,34,143
1,101,2023-04-24,Electronics,500,2.0,61,126
1,101,2023-04-25,Electronics,800,3.0,39,58
5,101,2023-11-14,Beauty,30,1.0,50,117
4,103,2023-10-09,Clothing,50,5.0,87,119
5,101,2023-09-24,Clothing,50,3.0,21,66
1,102,2023-12-28,Home & Kitchen,200,2.0,59,22
3,105,2023-03-05,Home & Kitchen,200,3.0,25,35
5,103,2023-06-08,Electronics,800,2.0,79,41
1,101,2023-03-21,Electronics,500,4.0,26,146
4,105,2023-03-29,Beauty,30,3.0,75,68
5,101,2023-07-25,Clothing,50,2.0,100,112
2,103,2023-01-28,Electronics,500,2.0,96,52
5,105,2023-05-19,Electronics,800,5.0,55,26
3,105,2023-02-23,Electronics,800,1.0,61,107
1,105,2023-12-26,Clothing,50,5.0,65,126
1,101,2023-06-01,Beauty,30,2.0,77,97
3,103,2023-08-20,Electronics,800,2.0,13,104
5,102,2023-12-04,Electronics,500,5.0,71,136
4,103,2023-04-11,Electronics,500,4.0,27,45
1,105,2023-01-22,Electronics,800,3.0,48,91
3,104,2023-02-16,Electronics,500,3.0,69,70
2,104,2023-10-25,Electronics,800,3.0,96,79
1,105,2023-04-10,Clothing,50,5.0,78,129
5,104,2023-10-08,Home & Kitchen,200,3.0,52,67
1,105,2023-06-03,Clothing,50,3.0,11,130
2,101,2023-05-31,Home & Kitchen,200,2.0,98,47
1,101,2023-09-28,Beauty,30,3.0,22,143
5,103,2023-11-23,Home & Kitchen,200,1.0,85,71
1,102,2023-04-14,Beauty,30,3.0,73,68
4,105,2023-06-29,Home & Kitchen,200,2.0,48,38
5,104,2023-03-18,Home & Kitchen,200,5.0,32,76
1,101,2023-09-26,Clothing,50,4.0,22,23
2,101,2023-05-13,Home & Kitchen,200,3.0,51,49
2,101,2023-10-07,Electronics,800,5.0,73,82
4,103,2023-09-03,Electronics,500,2.0,78,44
3,101,2023-09-01,Electronics,500,3.0,35,132
4,102,2023-08-09,Clothing,50,2.0,83,78
4,105,2023-02-02,Electronics,800,2.0,49,85
2,103,2023-02-06,Clothing,50,5.0,19,90
1,103,2023-11-06,Clothing,50,4.0,64,31
1,101,2023-11-06,Beauty,30,4.0,26,35
5,101,2023-09-11,Home & Kitchen,200,5.0,96,108
3,101,2023-10-31,Electronics,800,4.0,27,95
5,102,2023-04-01,Electronics,500,3.0,32,94
1,104,2023-05-07,Home & Kitchen,200,5.0,30,117
4,101,2023-04-26,Electronics,500,2.0,66,36
1,105,2023-10-06,Home & Kitchen,200,4.0,48,70
3,105,2023-03-16,Home & Kitchen,200,1.0,49,25
4,102,2023-10-16,Electronics,800,3.0,31,138
1,103,2023-01-22,Clothing,50,1.0,100,117
5,102,2023-10-15,Beauty,30,4.0,37,65
4,101,2023-03-30,Electronics,800,2.0,25,143
1,103,2023-02-15,Electronics,800,2.0,98,132
3,104,2023-01-04,Beauty,30,5.0,77,31
1,103,2023-06-16,Electronics,800,3.0,50,79
1,102,2023-10-11,Electronics,800,2.0,29,60
1,105,2023-02-07,Clothing,50,3.0,52,129
4,103,2023-03-16,Clothing,50,1.0,72,71
2,101,2023-10-19,Home & Kitchen,200,2.0,58,110
3,104,2023-03-10,Electronics,500,3.0,84,116
1,105,2023-06-15,Home & Kitchen,200,5.0,76,129
4,102,2023-04-19,Electronics,500,1.0,41,27
4,101,2023-10-16,Home & Kitchen,200,2.0,78,147
2,101,2023-11-19,Electronics,800,2.0,25,136
3,104,2023-12-14,Electronics,500,4.0,32,89
1,101,2023-02-22,Electronics,800,5.0,91,145
2,105,2023-04-21,Beauty,30,1.0,74,69
5,102,2023-11-18,Beauty,30,3.0,89,112
5,101,2023-04-18,Electronics,500,4.0,52,122
1,105,2023-05-31,Electronics,500,5.0,90,92
1,104,2023-12-04,Electronics,500,2.0,98,61
4,104,2023-01-05,Electronics,800,1.0,10,140
1,101,2023-06-13,Home & Kitchen,200,4.0,16,133
1,101,2023-07-08,Home & Kitchen,200,3.0,60,123
4,105,2023-03-10,Clothing,50,5.0,12,88
5,103,2023-09-21,Clothing,50,3.0,55,122
2,103,2023-12-09,Beauty,30,5.0,42,136
5,101,2023-09-19,Clothing,50,4.0,61,53
4,103,2023-02-07,Home & Kitchen,200,4.0,99,61
1,101,2023-11-25,Electronics,500,3.0,29,50
1,102,2023-01-30,Electronics,500,5.0,11,31
1,103,2023-07-19,Home & Kitchen,200,2.0,69,107
2,103,2023-07-04,Electronics,800,5.0,75,88
4,104,2023-11-20,Electronics,500,4.0,51,64
2,101,2023-12-06,Clothing,50,3.0,23,111
1,105,2023-09-01,Home & Kitchen,200,2.0,47,67
4,103,2023-08-08,Home & Kitchen,200,4.0,88,46
1,103,2023-06-09,Beauty,30,2.0,77,115
1,102,2023-07-24,Home & Kitchen,200,1.0,80,150
1,101,2023-06-24,Electronics,500,3.0,64,34
4,104,2023-03-07,Home & Kitchen,200,4.0,12,71
4,103,2023-02-22,Beauty,30,4.0,50,137
1,104,2023-12-19,Electronics,800,1.0,46,115
4,104,2023-11-16,Clothing,50,1.0,36,150
2,101,2023-07-06,Beauty,30,5.0,20,23
5,104,2023-04-15,Electronics,800,5.0,13,94
1,101,2023-03-24,Electronics,800,4.0,30,86
2,104,2023-05-28,Electronics,800,3.0,71,112
3,101,2023-04-15,Clothing,50,3.0,15,102
2,105,2023-07-30,Beauty,30,5.0,74,58
1,101,2023-03-25,Electronics,800,3.0,42,133
1,101,2023-11-19,Electronics,500,2.0,35,51
4,102,2023-11-30,Beauty,30,4.0,26,150
5,103,2023-06-16,Electronics,500,4.0,56,77
4,101,2023-09-26,Beauty,30,4.0,31,62
5,102,2023-01-05,Clothing,50,3.0,51,45
3,101,2023-03-21,Clothing,50,2.0,73,25
1,105,2023-06-24,Electronics,800,4.0,78,30
1,103,2023-05-14,Home & Kitchen,200,2.0,56,45
1,103,2023-12-15,Electronics,800,1.0,89,46
1,101,2023-04-18,Electronics,800,2.0,30,85
5,103,2023-10-30,Clothing,50,2.0,41,146
5,101,2023-12-10,Clothing,50,2.0,23,110
2,105,2023-02-11,Home & Kitchen,200,1.0,21,35
1,102,2023-11-26,Clothing,50,4.0,49,50
1,101,2023-03-24,Electronics,500,2.0,58,141
1,103,2023-09-04,Clothing,50,4.0,48,130
1,105,2023-05-12,Electronics,500,3.0,58,143
1,103,2023-06-23,Clothing,50,4.0,86,95
4,103,2023-07-04,Beauty,30,3.0,60,118
2,101,2023-07-26,Electronics,800,5.0,68,102
1,101,2023-01-17,Electronics,800,4.0,66,132
5,101,2023-08-20,Home & Kitchen,200,3.0,37,50
4,101,2023-07-22,Clothing,50,1.0,54,37
1,103,2023-12-09,Home & Kitchen,200,3.0,36,136
5,101,2023-12-18,Beauty,30,4.0,24,112
4,103,2023-10-02,Electronics,500,3.0,43,130
3,101,2023-04-09,Beauty,30,4.0,46,24
1,103,2023-04-10,Beauty,30,1.0,93,92
1,101,2023-12-09,Electronics,800,5.0,33,39
2,103,2023-06-19,Electronics,800,4.0,22,143
5,101,2023-09-27,Electronics,800,5.0,19,89
2,105,2023-01-05,Clothing,50,3.0,89,57
2,102,2023-06-24,Electronics,800,3.0,19,30
3,103,2023-07-06,Electronics,500,1.0,29,95
1,102,2023-09-02,Clothing,50,2.0,29,42
5,101,2023-08-22,Beauty,30,4.0,43,83
5,101,2023-03-30,Electronics,500,3.0,35,65
4,101,2023-05-21,Electronics,800,1.0,68,73
4,103,2023-10-31,Home & Kitchen,200,2.0,12,38
5,101,2023-11-28,Clothing,50,4.0,94,41
2,101,2023-02-06,Electronics,500,2.0,51,135
2,101,2023-05-21,Beauty,30,5.0,26,30
1,105,2023-04-17,Electronics,800,4.0,24,55
4,101,2023-10-01,Electronics,800,4.0,83,125
2,104,2023-12-11,Beauty,30,1.0,44,89
3,105,2023-05-08,Clothing,50,1.0,54,64
2,102,2023-05-27,Beauty,30,5.0,38,102
3,102,2023-09-09,Clothing,50,4.0,78,143
3,103,2023-03-15,Electronics,500,5.0,94,83
3,105,2023-11-27,Beauty,30,2.0,51,24
1,103,2023-12-05,Beauty,30,3.0,76,103
4,103,2023-01-09,Clothing,50,1.0,63,93
1,105,2023-08-21,Home & Kitchen,200,4.0,77,91
5,105,2023-10-19,Electronics,500,5.0,73,30
4,103,2023-11-09,Home & Kitchen,200,4.0,95,79
5,101,2023-04-21,Home & Kitchen,200,4.0,57,44
3,103,2023-09-18,Home & Kitchen,200,4.0,31,144
1,101,2023-01-28,Home & Kitchen,200,3.0,84,108
3,105,2023-04-26,Clothing,50,1.0,50,23
4,101,2023-07-24,Electronics,500,1.0,86,139
1,104,2023-11-14,Clothing,50,1.0,34,36
4,102,2023-07-06,Clothing,50,2.0,53,93
5,101,2023-09-07,Home & Kitchen,200,5.0,39,70
3,104,2023-09-29,Home & Kitchen,200,1.0,41,100
2,103,2023-11-28,Electronics,500,4.0,97,61
5,103,2023-03-16,Electronics,500,5.0,46,72
5,104,2023-06-22,Clothing,50,2.0,86,75
2,105,2023-01-27,Beauty,30,3.0,60,125
4,101,2023-01-30,Home & Kitchen,200,3.0,62,20
5,103,2023-11-09,Electronics,800,4.0,47,49
5,102,2023-02-01,Electronics,500,3.0,17,111
1,101,2023-11-04,Clothing,50,4.0,66,105
5,103,2023-09-15,Clothing,50,4.0,62,54
2,104,2023-03-10,Electronics,500,2.0,16,85
2,101,2023-11-05,Electronics,800,4.0,59,74
1,105,2023-03-14,Electronics,500,3.0,57,40
4,105,2023-10-07,Home & Kitchen,200,2.0,40,119
3,101,2023-01-27,Beauty,30,2.0,72,61
5,101,2023-10-18,Electronics,500,2.0,13,83
3,101,2023-01-06,Electronics,800,3.0,65,146
5,101,2023-12-05,Electronics,500,3.0,51,112
3,103,2023-04-15,Electronics,500,3.0,28,147
1,101,2023-08-13,Electronics,800,2.0,80,71
4,103,2023-01-25,Electronics,800,5.0,97,105
5,101,2023-10-10,Beauty,30,1.0,80,42
2,101,2023-04-09,Clothing,50,4.0,42,60
1,105,2023-03-08,Electronics,500,3.0,35,139
1,102,2023-06-13,Electronics,800,3.0,63,35
1,103,2023-12-05,Electronics,500,2.0,60,24
2,102,2023-03-16,Electronics,800,1.0,70,141
5,104,2023-10-18,Electronics,500,1.0,24,33
1,102,2023-09-26,Electronics,800,2.0,89,116
3,101,2023-05-07,Electronics,800,2.0,45,101
3,104,2023-05-24,Electronics,800,5.0,58,139
1,101,2023-03-13,Electronics,500,5.0,13,135
2,103,2023-07-13,Clothing,50,2.0,20,104
5,101,2023-05-05,Home & Kitchen,200,1.0,24,93
2,101,2023-06-27,Clothing,50,1.0,98,111
1,103,2023-05-20,Beauty,30,1.0,76,57
3,101,2023-02-12,Electronics,500,5.0,12,96
4,101,2023-03-16,Electronics,800,3.0,63,115
1,103,2023-06-21,Clothing,50,3.0,51,85
1,101,2023-08-10,Home & Kitchen,200,4.0,18,64
3,101,2023-12-11,Electronics,800,3.0,16,56
4,103,2023-09-22,Clothing,50,4.0,61,145
1,101,2023-08-20,Electronics,500,3.0,94,90
1,102,2023-11-24,Electronics,500,3.0,28,74
5,105,2023-06-29,Electronics,800,1.0,89,121
1,104,2023-06-05,Home & Kitchen,200,2.0,96,114
2,105,2023-09-02,Clothing,50,4.0,61,65
4,103,2023-10-12,Electronics,500,2.0,97,46
4,102,2023-06-11,Electronics,500,3.0,56,139
4,101,2023-10-02,Home & Kitchen,200,3.0,65,32
1,105,2023-05-02,Electronics,500,2.0,69,90
5,101,2023-08-31,Beauty,30,3.0,13,119
1,103,2023-06-01,Electronics,500,2.0,59,135
5,103,2023-05-13,Home & Kitchen,200,3.0,91,26
4,104,2023-11-26,Home & Kitchen,200,1.0,40,30
2,104,2023-09-06,Electronics,500,3.0,39,134
1,105,2023-11-02,Beauty,30,3.0,18,87
4,105,2023-11-21,Electronics,500,2.0,90,58
1,101,2023-08-22,Electronics,800,4.0,36,65
5,104,2023-10-05,Clothing,50,3.0,48,116
4,101,2023-11-26,Home & Kitchen,200,3.0,40,71
4,101,2023-01-17,Electronics,500,2.0,25,44
5,102,2023-12-02,Beauty,30,2.0,13,36
1,105,2023-04-07,Electronics,500,1.0,25,91
3,105,2023-04-10,Home & Kitchen,200,4.0,25,91
2,103,2023-03-02,Electronics,800,1.0,100,28
1,102,2023-02-18,Beauty,30,4.0,77,99
2,101,2023-06-07,Electronics,500,4.0,62,96
4,102,2023-03-07,Electronics,800,3.0,13,82
4,103,2023-12-22,Beauty,30,4.0,65,24
2,101,2023-06-27,Clothing,50,4.0,53,96
1,103,2023-08-18,Home & Kitchen,200,5.0,82,101
5,104,2023-02-24,Electronics,800,2.0,75,28
1,102,2023-01-15,Electronics,500,3.0,75,83
1,104,2023-06-02,Beauty,30,5.0,50,122
3,101,2023-04-08,Electronics,800,2.0,33,147
4,103,2023-02-03,Clothing,50,4.0,27,29
2,101,2023-10-06,Home & Kitchen,200,4.0,48,63
1,103,2023-05-25,Home & Kitchen,200,5.0,78,41
3,101,2023-03-10,Electronics,500,1.0,78,50
4,102,2023-06-17,Beauty,30,4.0,14,125
4,101,2023-03-02,Beauty,30,4.0,62,144
4,105,2023-07-19,Electronics,500,2.0,10,117
3,105,2023-09-29,Electronics,500,1.0,59,54
3,102,2023-09-20,Electronics,500,4.0,38,78
5,105,2023-02-01,Electronics,500,2.0,35,36
2,105,2023-07-12,Electronics,800,4.0,40,25
2,101,2023-07-14,Electronics,800,2.0,58,124
4,101,2023-11-28,Electronics,800,1.0,97,121
3,103,2023-08-27,Clothing,50,2.0,36,89
2,105,2023-02-13,Clothing,50,5.0,94,111
1,102,2023-07-03,Electronics,500,4.0,34,63
5,105,2023-01-27,Electronics,800,2.0,65,118
1,105,2023-11-18,Electronics,800,4.0,96,106
1,104,2023-09-16,Electronics,800,4.0,13,130
1,105,2023-09-29,Electronics,500,3.0,63,43
4,101,2023-09-13,Home & Kitchen,200,2.0,38,93
2,105,2023-07-14,Electronics,800,2.0,93,99
1,104,2023-10-04,Beauty,30,2.0,100,100
5,104,2023-08-25,Clothing,50,1.0,17,134
3,101,2023-10-21,Clothing,50,1.0,22,137
2,105,2023-04-12,Clothing,50,5.0,83,24
4,103,2023-07-18,Home & Kitchen,200,4.0,52,116
5,101,2023-12-30,Electronics,800,2.0,83,115
3,102,2023-06-13,Electronics,500,4.0,50,65
3,101,2023-06-29,Electronics,800,1.0,33,23
3,105,2023-09-10,Electronics,800,2.0,100,53
1,101,2023-09-01,Electronics,800,4.0,51,60
4,104,2023-09-02,Electronics,500,1.0,44,89
1,102,2023-01-11,Electronics,500,4.0,12,135
5,105,2023-05-18,Electronics,500,3.0,75,147
4,101,2023-04-16,Electronics,500,3.0,17,26
5,105,2023-09-17,Beauty,30,3.0,55,129
2,101,2023-10-21,Electronics,800,2.0,54,40
1,101,2023-12-31,Clothing,50,4.0,44,138
2,102,2023-03-26,Home & Kitchen,200,3.0,23,21
1,102,2023-01-11,Beauty,30,3.0,52,99
5,101,2023-11-22,Electronics,800,4.0,74,85
2,102,2023-03-06,Electronics,800,3.0,89,148
1,104,2023-08-13,Electronics,500,5.0,25,107
1,105,2023-10-05,Electronics,500,3.0,38,136
2,104,2023-01-23,Clothing,50,4.0,55,62
1,102,2023-11-15,Clothing,50,3.0,69,124
1,103,2023-02-18,Electronics,500,3.0,63,146
1,101,2023-04-13,Clothing,50,2.0,44,35
3,101,2023-10-26,Clothing,50,3.0,31,55
2,101,2023-03-21,Beauty,30,3.0,75,46
1,102,2023-11-23,Beauty,30,4.0,45,26
1,101,2023-05-04,Beauty,30,3.0,44,137
3,101,2023-02-05,Electronics,500,3.0,69,63
2,105,2023-11-26,Electronics,500,5.0,92,57
2,101,2023-09-29,Electronics,800,3.0,12,139
3,105,2023-03-16,Electronics,500,2.0,86,73
1,101,2023-04-03,Electronics,800,4.0,28,78
1,102,2023-08-23,Clothing,50,3.0,32,70
1,102,2023-08-27,Electronics,800,5.0,72,26
4,103,2023-11-22,Electronics,500,3.0,12,47
1,105,2023-02-22,Electronics,800,3.0,58,89
2,105,2023-09-01,Electronics,800,3.0,34,92
1,102,2023-07-30,Home & Kitchen,200,3.0,56,72
5,101,2023-11-25,Home & Kitchen,200,5.0,51,99
1,101,2023-01-17,Electronics,800,5.0,39,83
2,105,2023-04-11,Clothing,50,4.0,22,120
4,102,2023-05-09,Electronics,500,5.0,94,126
3,103,2023-08-13,Home & Kitchen,200,5.0,22,52
5,105,2023-11-25,Electronics,500,5.0,55,102
1,101,2023-04-12,Beauty,30,1.0,50,24
4,102,2023-07-16,Clothing,50,2.0,63,101
2,103,2023-03-16,Beauty,30,3.0,96,129
2,104,2023-10-08,Electronics,800,4.0,50,35
1,102,2023-11-27,Beauty,30,4.0,52,28
1,103,2023-02-21,Electronics,500,4.0,74,33
2,105,2023-02-25,Electronics,500,4.0,77,130
2,101,2023-05-19,Electronics,800,2.0,10,42
3,103,2023-01-05,Clothing,50,4.0,21,142
4,104,2023-08-05,Electronics,800,1.0,14,83
3,102,2023-09-07,Electronics,500,4.0,69,124
1,103,2023-08-19,Electronics,500,3.0,77,40
3,101,2023-10-25,Electronics,500,3.0,22,47
4,105,2023-09-21,Electronics,800,1.0,63,140
3,102,2023-08-01,Electronics,800,3.0,26,142
4,104,2023-12-11,Clothing,50,3.0,100,29
1,101,2023-02-18,Beauty,30,4.0,89,55
4,101,2023-04-04,Electronics,500,4.0,57,31
3,101,2023-11-21,Home & Kitchen,200,5.0,24,133
5,101,2023-04-19,Electronics,500,3.0,30,48
1,105,2023-10-23,Home & Kitchen,200,3.0,85,124
1,101,2023-12-20,Electronics,500,3.0,54,132
3,104,2023-03-11,Electronics,500,3.0,33,149
1,102,2023-07-22,Beauty,30,5.0,87,145
2,101,2023-06-06,Electronics,800,2.0,33,142
3,102,2023-01-22,Beauty,30,2.0,79,105
1,104,2023-05-19,Home & Kitchen,200,2.0,68,34
4,101,2023-01-06,Electronics,500,4.0,80,110
1,101,2023-02-09,Electronics,500,4.0,14,104
4,101,2023-08-14,Beauty,30,2.0,92,140
2,102,2023-03-31,Clothing,50,1.0,25,147
1,105,2023-10-17,Electronics,500,1.0,36,119
4,102,2023-05-22,Beauty,30,2.0,35,88
1,105,2023-05-17,Electronics,800,4.0,81,68
2,102,2023-12-17,Beauty,30,5.0,35,57
2,103,2023-11-21,Beauty,30,1.0,100,142
1,104,2023-08-25,Electronics,800,3.0,59,87
3,101,2023-05-30,Electronics,800,3.0,58,49
1,105,2023-10-17,Electronics,500,4.0,92,23
